cf,denominazione,url_trasparenza,categoria,raggiungibile,errore,disposizioni_generali,organizzazione,consulenti,personale,selezione_personale,bandi_contratti,sovvenzioni,bilanci,beni_immobili,controlli,pagamenti,accesso_civico,privacy,categorie_trovate,score
01533550222,CONSORZIO DEI COMUNI TRENTINI - SOCIETA' COOPERATIVA,https://www.comunitrentini.it/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02156160125,COINGER S.R.L.,https://coinger.it/portfolio_category/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02323170130,COMO SERVIZI URBANI - S.R.L.,https://www.csusrl.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
92315700283,CENTRO NAZ.LE DI R&S DI TERAPIA GENICA E FARM TECN RNA,https://www.rna-genetherapy.eu/it/amministrazione-trasparente,controllo_pubblico,True,,NO,SI,NO,NO,NO,SI,NO,SI,SI,SI,NO,NO,SI,6,46.2
05436910722,CONSORZIO PER LO SVILUPPO DELL'AREA CONCA BARESE SOCIETA'        CONSORTILE A RESPONSABILITA' LIMITATA,https://www.concabarese.it/trasparenza.asp,controllo_pubblico,True,,NO,SI,SI,SI,NO,SI,NO,SI,NO,NO,NO,NO,SI,6,46.2
01209000510,CORTONA SVILUPPO S.R.L.,https://www.cortonasviluppo.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01866890021,CORDAR S.P.A. BIELLA SERVIZI,https://www.cordarbiella.it/azienda/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02196020263,CONTARINA S.P.A.,https://www.contarina.it/p/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
82005660061,COSMO S.P.A.,https://www.cosmocasale.it/det.php?p=trasparenza,controllo_pubblico,True,,NO,SI,NO,NO,NO,SI,NO,NO,SI,NO,NO,SI,SI,5,38.5
92040230093,CONSORZIO PER LA DEPURAZIONE DELLE ACQUE DI SCARICO DEL SAVONESE - SOCIETA' PER AZIONI                                                           IN SIGLA 'CONSORZIO DEPURAZIONE DEL SAVONESE - S.P.A.',https://www.depuratore.sv.it/societa-trasparente,controllo_pubblico,True,,NO,NO,NO,SI,SI,SI,NO,NO,SI,NO,NO,NO,SI,5,38.5
15408721007,CONSORZIO PER L'ATTUAZIONE DEL PROGETTO DIVERTOR TOKAMAK TEST    DTT S.C. A R.L.,https://www.dtt-project.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
11638811007,CINECITTA' SOCIETA' PER AZIONI,https://cinecitta.com/IT/it-it/cms/1/cinecitta-home.aspx/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
06756810013,"CIDIU SERVIZI SOCIETA' PER AZIONI, IN BREVE: CIDIU SERVIZI S.P.A.",https://cidiu.it/cidiuservizi/trasparenza,controllo_pubblico,True,,NO,SI,NO,NO,NO,SI,NO,SI,SI,SI,NO,NO,SI,6,46.2
00725800528,CONSORZIO PER LO SVILUPPO DELLE AREE GEOTERMICHE - SOCIETA' CON- SORTILE A RESPONSABILITA' LIMITATA O CO.SVI.G. - S.C.R.L.,https://www.cosvig.it/amministrazione-trasparente/organi-di-indirizzo-politico-amministrativo/,controllo_pubblico,True,,NO,SI,NO,SI,NO,SI,NO,SI,SI,NO,NO,SI,SI,7,53.8
01733060568,E.S.CO.PROVINCIALE TUSCIA S.P.A.,societ&agrave; trasparente,controllo_pubblico,False,unknown url type: '/societ&agrave;%20trasparente',,,,,,,,,,,,,,0,0
03564090656,CST - SISTEMI SUD - S.R.L.,https://www.cstsistemisud.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,12,92.3
06043731006,COTRAL S.P.A.,https://www.cotralspa.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01013210073,DEVAL S.P.A.,https://www.devalspa.it/operazione-trasparenza,controllo_pubblico,True,,NO,SI,SI,SI,NO,SI,NO,SI,SI,NO,SI,NO,SI,8,61.5
02605800420,DISTRIBUZIONE ELETTRICA ADRIATICA SOCIETA' PER AZIONI,https://www.deaelettrica.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01648650032,DISTRETTO TURISTICO DEI LAGHI - SOCIETA' CONSORTILE A            RESPONSABILITA' LIMITATA,https://www.distrettolaghi.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
02298890845,DEDALO AMBIENTE AG.3 S.P.A. - IN LIQUIDAZIONE,https://dedaloambienteag3spa@pec.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
00106110471,COPIT SPA - IN LIQUIDAZIONE,https://www.copitspa.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
02371570165,ECOISOLA S.R.L.,https://ecoisola.accessopa.it/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02103850067,ECONET S.R.L.,https://hosting.nelcomune.it/econetsrl/amm-trasparente/bandi-di-concorso/,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01520830439,CORRIDONIA SERVIZI SRL,https://www.corridoniaservizi.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,12,92.3
03073640926,DOMUSERVIZI  S.R.L.,https://servizi.domuservizi.it/domuservizi/zf/index.php/trasparenza/index/index,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
03434470047,CONSORZIO GESTORI SERVIZI IDRICI SCRL,https://www.cogesi.it/amministrazione-trasparente/,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01531480216,ECO CENTER S.P.A. % ECO CENTER A.G.,https://www.eco-center.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,NO,SI,SI,10,76.9
01452670290,ECOAMBIENTE S.R.L.,https://www.ecoambienterovigo.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
80010900431,COSMARI SRL - SOCIETA' A RESPONSABILITA' LIMITATA,https://www.cosmarimc.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,12,92.3
97016000586,ENAV S.P.A.,https://www.enav.it/media/news/enav-e-guardia-di-finanza-insieme-legalita-trasparenza-e-tutela-economico-finanziaria,controllo_pubblico,True,,NO,SI,NO,NO,NO,SI,NO,SI,SI,SI,NO,NO,SI,6,46.2
02267460026,ENER.BIT SRL,https://www.enerbit.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01095200455,EDILIZIA RESIDENZIALE PUBBLICA MASSA CARRARA  S.P.A.,https://www.erp.ms.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,12,92.3
02637140423,EDMA RETI GAS SRL,https://www.edmaretigas.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
00292210630,ENTE AUTONOMO VOLTURNO S.R.L.,https://eavsrl.portaleamministrazionetrasparente.it/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01311090532,EDILIZIA PROVINCIALE GROSSETANA SPA IN FORMA ABBREVIATA E.P.G.SPA,https://www.epgspa.it/trasparenza/disposizioni-generali/corruzione/segnalazioni-whistleblowing/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
05494610966,EURO.PA SERVICE SRL,amministrazione trasparente,controllo_pubblico,False,unknown url type: '/amministrazione%20trasparente',,,,,,,,,,,,,,0,0
80045870583,EUR S.P.A.,"lo scorso 28 gennaio, la società ha adottato il piano triennale della prevenzione della corruzione e della trasparenza relativo al triennio 2025-2027.",controllo_pubblico,False,"unknown url type: '/lo%20scorso%2028%20gennaio,%20la%20societ%C3%A0%20ha%20adott",,,,,,,,,,,,,,0,0
03062710235,ESA-COM. S.P.A.,https://www.esacom.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,12,92.3
91015770380,ENTE DI GESTIONE PER I PARCHI E LA BIODIVERSITA' - DELTA DEL PO,http://www.parcodeltapo.it/it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01280440494,ELBANA SERVIZI AMBIENTALI (E.S.A.) S.P.A.,https://esaspa.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
02513140042,"ENTE TURISMO LANGHE MONFERRATO ROERO SOCIETA' CONSORTILE         A RESPONSABILITA' LIMITATA                                                      SIGLABILE, OVE CONSENTITO,                                                      'ENTE TURISMO LANGHE MONFERRATO ROERO SCARL'",https://www.enteturismolmr.it/wp-content/plugins/amministrazione-trasparente/includes/css/gutenberg-page-widget.css?ver=1756520142,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
04773540655,ECOAMBIENTE SALERNO S.P.A.,https://www.ecoambientesalerno.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
07444831007,EUTALIA  S.R.L.,https://www.eutalia.eu/amministrazionetrasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02504010345,EMILIAMBIENTE S.P.A.,https://www.emiliambiente.it/societa-trasparente-emiliambiente-spa/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
91026500933,FARMACIE COMUNALI F.V.G. S.P.A - SOCIETA' BENEFIT,https://www.farmaciecomunalifvg.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01886510468,FAR.MAS SRL,società trasparente,controllo_pubblico,False,unknown url type: '/societ%C3%A0%20trasparente',,,,,,,,,,,,,,0,0
00269090460,ERSU S.P.A.,https://www.ersu.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
12130890150,FARMACIE COMUNALI CORSICHESI S.P.A.,https://www.farmcorsichesi.it/trasparenza/disposizioni-generali/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,12,92.3
02607440217,EMPORIUM SOCIETA' COOPERATIVA % EMPORIUM GENOSSENSCHAFT,https://www.emporium.bz.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
02223270212,EUREGIO PLUS SOCIETA' DI GESTIONE DEL RISPARMIO SOCIETA' PER AZIONI % EUREGIO PLUS SPARVERWALTUNGSGESELLSCHAFT AKTIENGESELLSCHAFT,https://www.euregioplus.com/it/homepage/it/trasparenza,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
97679160016,ESPERIENZE DI CULTURA METROPOLITANA,https://www.fondazione-ecm.it/trasparenza,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
00697920320,ELETTRA - SINCROTRONE TRIESTE SOCIETA' CONSORTILE PER AZIONI,https://www.elettra.eu/public/amministrazione-trasparente/amministrazione-trasparente.html,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
01051150322,ESATTO SPA,https://www.esattospa.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01242870861,ECOENNASERVIZI SOCIETA' A RESPONSABILITA' LIMITATA,https://www.ecoennaservizi.it/trasparenza-rifiuti/,controllo_pubblico,True,,NO,SI,NO,SI,NO,NO,NO,NO,SI,NO,NO,NO,SI,4,30.8
80004170413,ENTE OLIVIERI - BIBLIOTECA E MUSEO OLIVERIANI,https://www.oliveriana.pu.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
04453840235,FARMACIE SONA S.R.L.,https://servizionline.farmaciesona.it/zf/index.php/trasparenza/index/index,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
04146750965,FAR.COM. S.R.L.,http://farcom.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
01885090223,FIEMME SERVIZI S.P.A.,http://fiemmeservizi.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
05538100727,FERROVIE APPULO LUCANE SRL,https://ferrovieappulolucane.it/wp-content/plugins/amministrazione-trasparente/includes/css/gutenberg-page-widget.css,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
01746510443,FERMO AMBIENTE SERVIZI IMPIANTI TECNOLOGICI ENERGIA S.R.L. (IN   BREVE 'FERMO A.S.I.T.E. S.R.L.'),http://www.asiteonline.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01230590687,FI.R.A. S.P.A. (FINANZIARIA REGIONALE ABRUZZESE),https://www.fira.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
03854550658,FISCIANO SVILUPPO S.P.A.,trasparenza,controllo_pubblico,False,unknown url type: '/trasparenza',,,,,,,,,,,,,,0,0
90039300927,FONDAZIONE CAMMINO MINERARIO DI SANTA BARBARA,amministrazione trasparente,controllo_pubblico,False,unknown url type: '/amministrazione%20trasparente',,,,,,,,,,,,,,0,0
05384961008,FONDAZIONE BIOPARCO DI ROMA,amministrazione trasparente,controllo_pubblico,False,unknown url type: '/amministrazione%20trasparente',,,,,,,,,,,,,,0,0
01602020990,FINANZIARIA SVILUPPO UTILITIES S.R.L.,https://www.finanziariasviluppoutilities.it/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
00415280072,FINANZIARIA REGIONALE VALLE D'AOSTA  - SOCIETA' PER AZIONI       SIGLABILE 'FINAOSTA S.P.A.',https://www.finaosta.com/info-utili/finaosta-trasparenza-bancaria/,controllo_pubblico,True,,NO,SI,NO,NO,NO,SI,NO,NO,SI,NO,NO,NO,SI,4,30.8
93332290720,FONDAZIONE APULIA FILM COMMISSION,https://www.apuliafilmcommission.it/amministrazione-trasparente_/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01947660013,FINPIEMONTE S.P.A.,https://trasparenza.finpiemonte.it/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
08765190015,FINANZIARIA CITTA' DI TORINO HOLDING S.P.A.,https://www.fctspa.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
00231130238,FONDAZIONE ARENA DI VERONA,https://www.arena.it/it/arena-di-verona/amministrazione-trasparente,controllo_pubblico,True,,NO,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,9,69.2
00522920248,FONDAZIONE CENTRO INTERNAZIONALE DI STUDI DI ARCHITETTURA ANDREA PALLADIO,https://www.palladiomuseum.org/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
90017120305,FONDAZIONE AQUILEIA,https://www.fondazioneaquileia.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
02009180189,EUCENTRE - CENTRO EUROPEO DI FORMAZIONE E RICERCA IN INGEGN,https://www.eucentre.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,12,92.3
03594460408,FILIERA ORTOFRUTTICOLA ROMAGNOLA S.P.A.,https://www.formercato.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
92089510512,FONDAZIONE AREZZO INTOUR,https://www.arezzointour.it/amministrazione-trasparente-3/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
03923230274,FONDAZIONE CAORLE CITTA' DELLO SPORT,https://sac5.halleysac.it/ae02532/zf/index.php/trasparenza/index/index,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02392830226,FONDAZIONE HUB INNOVAZIONE TRENTINO,https://trasparenza.trentinoinnovation.eu/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
04085460261,FONDAZIONE CITTA' DI RONCADE,https://www.fondazioneroncade.it/trasparenza-e-prevenzione-della-corruzione/,controllo_pubblico,True,,NO,SI,NO,SI,NO,SI,SI,SI,SI,NO,NO,SI,SI,8,61.5
95152320636,FONDAZIONE ISTITUTO PER LA FIN. E L'ECON. LOC. DELLA CAMPANI,amministrazione trasparente,controllo_pubblico,False,unknown url type: '/amministrazione%20trasparente',,,,,,,,,,,,,,0,0
02080471200,FERROVIE EMILIA ROMAGNA - SOCIETA' A RESPONSABILITA' LIMITATATA  IN SIGLA F.E.R. - S.R.L.,https://www.fer.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
90018060526,FONDAZIONE CANTIERE INTERNAZIONALE D'ARTE DI MONTEPULCIANO,https://www.fondazionecantiere.it/amministrazione-trasparente/amministrazionetrasparente,controllo_pubblico,True,,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO,SI,SI,10,76.9
03980970481,FIRENZE PARCHEGGI S.P.A.,https://www.firenzeparcheggi.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
04953071216,FONDAZIONE DONNAREGINA PER LE ARTI CONTEMPORANEE,https://www.madrenapoli.it/wp-content/plugins/amministrazione-trasparente/includes/css/gutenberg-page-widget.css?ver=1756523427,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
91054240121,FONDAZIONE GALLERIA D'ARTE MODERNA E CONTEMPORANEA SILVIO ZANELLA,http://ww2.gazzettaamministrativa.it/opencms/opencms/_gazzetta_amministrativa/amministrazione_trasparente/_lombardia/_fondazione_galleria_d__arte_moderna_e_contemporanea_silvio_zanella_di_gallarate,controllo_pubblico,False,[SSL: DH_KEY_TOO_SMALL] dh key too small (_ssl.c:1010),,,,,,,,,,,,,,0,0
03466300369,FONDAZIONE CRESCI@MO,https://www.fondazionecresciamo.it/fondazione/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
03842230272,FONDAZIONE MUSEI CIVICI DI VENEZIA,https://www.visitmuve.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
90059630955,FONDAZIONE MONT'E PRAMA,https://monteprama.portaleservizipa.it/ente/trasparenza,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,12,92.3
02038410227,FONDAZIONE EDMUND MACH,https://www.fmach.it/amministrazione-trasparente,controllo_pubblico,False,[Errno -2] Name or service not known,,,,,,,,,,,,,,0,0
95104860630,FONDAZIONE POL.I.S.,https://fondazionepolis.regione.campania.it/index.php/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
00724660725,FONDAZIONE IPRES - ISTITUTO PUGLIESE DI RICERCHE ECONOMICHE E    SOCIALI,https://www.ipres.it/it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
91133270156,FONDAZIONE I.T.S. PER LO SVILUPPO DEL SISTEMA CASA NEL MADE IN ITALY ROSARIO MESSINA (ITS ACADEMY O ARTWOOD ACADEMY),https://artwoodacademy.it/trasparenza/,controllo_pubblico,True,,NO,SI,NO,SI,NO,SI,SI,NO,SI,NO,NO,NO,SI,6,46.2
93131340429,FONDAZIONE MARCHE CULTURA,https://www.fondazionemarchecultura.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
00187480272,FONDAZIONE TEATRO LA FENICE,https://www.teatrolafenice.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,NO,NO,SI,9,69.2
93037690273,FONDAZIONE ITS ACADEMY TURISMO VENETO,https://www.itsturismo.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,NO,NO,NO,SI,SI,SI,SI,NO,NO,NO,SI,7,53.8
01329240087,FONDAZIONE ORCHESTRA SINFONICA DI SANREMO,https://sinfonicasanremo.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
02299930350,FONDAZIONE PER LO SPORT DEL COMUNE DI REGGIO EMILIA,https://fondazionesport.portaletrasparenza.net/it/trasparenza/attivita-e-procedimenti/attivita-gestionale.html,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
01980910036,FONDAZIONE TEATRO CARLO COCCIA DI NOVARA,https://www.fondazioneteatrococcia.it/amministrazione-trasparente.html,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,NO,SI,NO,NO,NO,NO,SI,8,61.5
92187280927,FONDAZIONE SARDEGNA FILM COMMISSION,https://www.sardegnafilmcommission.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
94052480038,FONDAZIONE CASTELLO DI NOVARA,https://www.ilcastellodinovara.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01134140522,FONDAZIONE TERRITORI SOCIALI ALTA VALDELSA,https://www.ftsa.it/it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02050480223,FONDAZIONE MUSEO STORICO TRENTINO,https://www.museostorico.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
02208060349,FONDAZIONE TEATRO REGIO DI PARMA,https://www.teatroregioparma.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
03782700276,FONDAZIONE DI PARTECIPAZIONE CASA DELL'OSPITALITA',https://www.casaospitalita.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
00937610152,FONDAZIONE TEATRO ALLA SCALA DI MILANO,https://www.teatroallascala.org/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
93051910771,FONDAZIONE LUCANA FILM COMMISSION,https://www.lucanafilmcommission.it/amministrazionetrasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
94598490152,FONDAZIONE MUSEO DI FOTOGRAFIA CONTEMPORANEA,https://www.mufoco.org/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
00505900019,FONDAZIONE TEATRO REGIO DI TORINO,https://www.teatroregio.torino.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01733690562,FRANCIGENA S.R.L.,https://www.francigena.vt.it/it/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,SI,SI,SI,SI,NO,NO,NO,NO,NO,SI,5,38.5
02823951203,FORMULA IMOLA S.P.A.,https://autodromoimola.trasparenza-valutazione-merito.it/web/trasparenza/trasparenza,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01133800324,FRIULI VENEZIA GIULIA STRADE S.P.A.,https://www.fvgstrade.it/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,12,92.3
03078390303,FVG PLUS S.P.A.,https://fvgplus.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
01966240465,G.A.I.A. S.P.A.,https://www.gaia-spa.it/index.php/percorso-partecipativo-trasparenza-e-condivisione,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
05932530966,GAIA SERVIZI S.R.L.,https://www.gaiaservizi.eu/it-it/home/it-it/atti-pubblicazioni-/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
90186450277,FONDAZIONE VENETO FILM COMMISSION,https://www.venetofilmcommission.com/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
00076340074,FUNIVIE PICCOLO SAN BERNARDO S.P.A.,https://www.lathuile.it/amministrazione-trasparente/,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
91020830872,GAL KALAT,amministrazione trasparente,controllo_pubblico,False,unknown url type: '/amministrazione%20trasparente',,,,,,,,,,,,,,0,0
02253110064,G.A.L. BORBA - LE VALLI ALERAMICHE DELL'ALTO MONFERRATO -        SOCIETA'  CONSORTILE A RESPONSABILITA' LIMITATA,https://www.galborba.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02902820642,GAL IRPINIA - SANNIO SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA,https://www.galirpiniasannio.it/trasparenza.php,controllo_pubblico,True,,NO,SI,NO,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,3,23.1
02418910408,GEAT S.R.L.,https://www.geat.it/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
97608860157,FONDAZIONE REGIONALE PER LA RICERCA BIOMEDICA,https://www.frrb.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
87007530170,GARDA UNO S.P.A.,https://www.gardauno.it/it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
